"","treatment_period","week_id","grid_id","treatment","camera_id","deployment_id","start_time","common_name","group_size"
"312",2,7,"N2","human","N2T10","MFP W7 N2T10","9/20/24 8:17","Human",NA
"313",2,7,"N2","human","N2T10","MFP W7 N2T10","9/22/24 8:16","Human",NA
"314",2,7,"N2","human","N2T11","MFP W7 N2T11","9/16/24 11:57","Human",1
"315",2,7,"N2","human","N2T11","MFP W7 N2T11","9/17/24 9:04","Human",1
"316",2,7,"N2","human","N2T11","MFP W7 N2T11","9/18/24 13:03","Human",1
"317",2,7,"N2","human","N2T11","MFP W7 N2T11","9/19/24 8:10","Human",NA
"318",2,7,"N2","human","N2T11","MFP W7 N2T11","9/20/24 7:55","Human",NA
"319",2,7,"N2","human","N2T11","MFP W7 N2T11","9/21/24 17:40","Human",1
"320",2,7,"N2","human","N2T11","MFP W7 N2T11","9/22/24 7:45","Human",1
"321",2,7,"N2","human","N2T12","MFP W7 N2T12","9/16/24 11:47","Human",NA
"322",2,7,"N2","human","N2T12","MFP W7 N2T12","9/17/24 9:11","Human",NA
"323",2,7,"N2","human","N2T12","MFP W7 N2T12","9/18/24 12:48","Human",NA
"324",2,7,"N2","human","N2T12","MFP W7 N2T12","9/19/24 8:16","Human",NA
"325",2,7,"N2","human","N2T12","MFP W7 N2T12","9/20/24 8:08","Human",NA
"326",2,7,"N2","human","N2T12","MFP W7 N2T12","9/22/24 8:00","Human",NA
"327",2,7,"N2","human","N2T2","MFP W7 N2T2","9/16/24 10:07","Human",NA
"328",2,7,"N2","human","N2T2","MFP W7 N2T2","9/17/24 9:46","Human",NA
"329",2,7,"N2","human","N2T2","MFP W7 N2T2","9/18/24 10:55","Human",NA
"330",2,7,"N2","human","N2T2","MFP W7 N2T2","9/19/24 9:49","Human",NA
"331",2,7,"N2","human","N2T2","MFP W7 N2T2","9/20/24 9:46","Human",NA
"332",2,7,"N2","human","N2T2","MFP W7 N2T2","9/22/24 9:48","Human",NA
"333",2,7,"N2","human","N2T3","MFP W7 N2T3","9/16/24 10:14","Human",NA
"334",2,7,"N2","human","N2T3","MFP W7 N2T3","9/17/24 9:44","Human",NA
"335",2,7,"N2","human","N2T3","MFP W7 N2T3","9/18/24 11:05","Human",NA
"336",2,7,"N2","human","N2T3","MFP W7 N2T3","9/19/24 9:40","Human",NA
"337",2,7,"N2","human","N2T3","MFP W7 N2T3","9/20/24 9:38","Human",NA
"338",2,7,"N2","human","N2T3","MFP W7 N2T3","9/22/24 9:41","Human",NA
"339",2,7,"N2","human","N2T4","MFP W7 N2T4","9/16/24 10:30","Human",1
"340",2,7,"N2","human","N2T4","MFP W7 N2T4","9/16/24 14:20","Human",1
"341",2,7,"N2","human","N2T4","MFP W7 N2T4","9/17/24 9:29","Human",NA
"342",2,7,"N2","human","N2T4","MFP W7 N2T4","9/18/24 11:29","Human",NA
"343",2,7,"N2","human","N2T4","MFP W7 N2T4","9/19/24 9:18","Human",NA
"344",2,7,"N2","human","N2T4","MFP W7 N2T4","9/20/24 9:15","Human",NA
"345",2,7,"N2","human","N2T4","MFP W7 N2T4","9/22/24 9:21","Human",NA
"346",2,7,"N2","human","N2T5","MFP W7 N2T5","9/16/24 10:51","Human",NA
"347",2,7,"N2","human","N2T5","MFP W7 N2T5","9/17/24 9:33","Human",NA
"348",2,7,"N2","human","N2T5","MFP W7 N2T5","9/18/24 11:48","Human",NA
"349",2,7,"N2","human","N2T5","MFP W7 N2T5","9/19/24 9:11","Human",1
"350",2,7,"N2","human","N2T5","MFP W7 N2T5","9/20/24 9:06","Human",NA
"351",2,7,"N2","human","N2T5","MFP W7 N2T5","9/22/24 9:13","Human",NA
"352",2,7,"N2","human","N2T7","MFP W7 N2T7","9/16/24 11:09","Human",NA
"353",2,7,"N2","human","N2T7","MFP W7 N2T7","9/17/24 9:25","Human",NA
"354",2,7,"N2","human","N2T7","MFP W7 N2T7","9/18/24 12:05","Human",NA
"355",2,7,"N2","human","N2T7","MFP W7 N2T7","9/18/24 20:17","Human",NA
"356",2,7,"N2","human","N2T7","MFP W7 N2T7","9/19/24 8:52","Human",NA
"357",2,7,"N2","human","N2T7","MFP W7 N2T7","9/20/24 8:44","Human",NA
"358",2,7,"N2","human","N2T7","MFP W7 N2T7","9/22/24 8:47","Human",NA
"359",2,7,"N2","human","N2T8","MFP W7 N2T8","9/16/24 11:23","Human",1
"360",2,7,"N2","human","N2T8","MFP W7 N2T8","9/17/24 9:20","Human",1
"361",2,7,"N2","human","N2T8","MFP W7 N2T8","9/18/24 12:25","Human",NA
"362",2,7,"N2","human","N2T8","MFP W7 N2T8","9/19/24 8:42","Human",1
"363",2,7,"N2","human","N2T8","MFP W7 N2T8","9/20/24 8:33","Human",2
"364",2,7,"N2","human","N2T8","MFP W7 N2T8","9/21/24 14:28","Human",1
"365",2,7,"N2","human","N2T8","MFP W7 N2T8","9/22/24 8:26","Human",NA
"366",2,7,"N2","human","N2T9","MFP W7 N2T9","9/16/24 11:11","Human",NA
"367",2,7,"N2","human","N2T9","MFP W7 N2T9","9/17/24 9:18","Human",NA
"368",2,7,"N2","human","N2T9","MFP W7 N2T9","9/18/24 12:11","Human",NA
"369",2,7,"N2","human","N2T9","MFP W7 N2T9","9/18/24 20:10","Human",NA
"370",2,7,"N2","human","N2T9","MFP W7 N2T9","9/19/24 8:28","Human",NA
"371",2,7,"N2","human","N2T9","MFP W7 N2T9","9/20/24 8:20","Human",NA
"372",2,7,"N2","human","N2T9","MFP W7 N2T9","9/22/24 8:34","Human",NA
"373",2,7,"S2","control","S2T1","MFP W7 S2T1","9/16/24 8:55","Human",1
"374",2,7,"S2","control","S2T1","MFP W7 S2T1","9/16/24 11:34","Human",1
"375",2,7,"S2","control","S2T1","MFP W7 S2T1","9/16/24 12:38","Human",2
"376",2,7,"S2","control","S2T1","MFP W7 S2T1","9/17/24 10:28","Human",1
"377",2,7,"S2","control","S2T1","MFP W7 S2T1","9/17/24 12:00","Human",1
"378",2,7,"S2","control","S2T1","MFP W7 S2T1","9/18/24 7:48","Human",NA
"379",2,7,"S2","control","S2T1","MFP W7 S2T1","9/18/24 11:37","Human",1
"380",2,7,"S2","control","S2T1","MFP W7 S2T1","9/19/24 11:15","Human",1
"381",2,7,"S2","control","S2T1","MFP W7 S2T1","9/20/24 10:06","Human",1
"382",2,7,"S2","control","S2T1","MFP W7 S2T1","9/20/24 11:20","Human",2
"383",2,7,"S2","control","S2T1","MFP W7 S2T1","9/20/24 15:39","Human",1
"384",2,7,"S2","control","S2T1","MFP W7 S2T1","9/22/24 11:08","Human",2
"385",2,7,"S2","control","S2T10","MFP W7 S2T10","9/16/24 9:34","Human",NA
"386",2,7,"S2","control","S2T10","MFP W7 S2T10","9/17/24 10:06","Human",NA
"387",2,7,"S2","control","S2T10","MFP W7 S2T10","9/18/24 10:14","Human",NA
"388",2,7,"S2","control","S2T10","MFP W7 S2T10","9/19/24 10:23","Human",NA
"389",2,7,"S2","control","S2T10","MFP W7 S2T10","9/20/24 10:26","Human",NA
"390",2,7,"S2","control","S2T10","MFP W7 S2T10","9/22/24 10:24","Human",NA
"391",2,7,"S2","control","S2T11","MFP W7 S2T11","9/16/24 9:51","Human",1
"392",2,7,"S2","control","S2T11","MFP W7 S2T11","9/17/24 9:57","Human",2
"393",2,7,"S2","control","S2T11","MFP W7 S2T11","9/18/24 10:24","Human",1
"394",2,7,"S2","control","S2T11","MFP W7 S2T11","9/18/24 12:49","Human",1
"395",2,7,"S2","control","S2T11","MFP W7 S2T11","9/19/24 10:04","Human",1
"396",2,7,"S2","control","S2T11","MFP W7 S2T11","9/20/24 10:01","Human",1
"397",2,7,"S2","control","S2T11","MFP W7 S2T11","9/20/24 15:09","Human",1
"398",2,7,"S2","control","S2T12","MFP W7 S2T12","9/16/24 9:44","Human",NA
"399",2,7,"S2","control","S2T12","MFP W7 S2T12","9/17/24 10:01","Human",NA
"400",2,7,"S2","control","S2T12","MFP W7 S2T12","9/18/24 10:02","Human",NA
"401",2,7,"S2","control","S2T12","MFP W7 S2T12","9/19/24 10:15","Human",NA
"402",2,7,"S2","control","S2T12","MFP W7 S2T12","9/19/24 12:56","Human",NA
"403",2,7,"S2","control","S2T12","MFP W7 S2T12","9/20/24 10:18","Human",NA
"404",2,7,"S2","control","S2T12","MFP W7 S2T12","9/20/24 15:26","Human",NA
"405",2,7,"S2","control","S2T12","MFP W7 S2T12","9/22/24 10:17","Human",NA
"406",2,7,"S2","control","S2T2","MFP W7 S2T2","9/16/24 8:07","Human",NA
"407",2,7,"S2","control","S2T2","MFP W7 S2T2","9/16/24 12:36","Human",1
"408",2,7,"S2","control","S2T2","MFP W7 S2T2","9/17/24 10:26","Human",NA
"409",2,7,"S2","control","S2T2","MFP W7 S2T2","9/18/24 8:11","Human",NA
"410",2,7,"S2","control","S2T2","MFP W7 S2T2","9/19/24 7:27","Human",3
"411",2,7,"S2","control","S2T2","MFP W7 S2T2","9/19/24 11:08","Human",10
"412",2,7,"S2","control","S2T2","MFP W7 S2T2","9/20/24 11:12","Human",10
"413",2,7,"S2","control","S2T2","MFP W7 S2T2","9/22/24 11:04","Human",NA
"414",2,7,"S2","control","S2T3","MFP W7 S2T3","9/16/24 8:17","Human",1
"415",2,7,"S2","control","S2T3","MFP W7 S2T3","9/16/24 12:33","Human",NA
"416",2,7,"S2","control","S2T3","MFP W7 S2T3","9/17/24 10:24","Human",1
"417",2,7,"S2","control","S2T3","MFP W7 S2T3","9/18/24 8:29","Human",1
"418",2,7,"S2","control","S2T3","MFP W7 S2T3","9/19/24 11:05","Human",NA
"419",2,7,"S2","control","S2T3","MFP W7 S2T3","9/20/24 11:08","Human",NA
"420",2,7,"S2","control","S2T3","MFP W7 S2T3","9/22/24 11:00","Human",NA
"421",2,7,"S2","control","S2T4","MFP W7 S2T4","9/16/24 8:31","Human",10
"422",2,7,"S2","control","S2T4","MFP W7 S2T4","9/16/24 12:30","Human",10
"423",2,7,"S2","control","S2T4","MFP W7 S2T4","9/17/24 10:21","Human",10
"424",2,7,"S2","control","S2T4","MFP W7 S2T4","9/18/24 8:50","Human",10
"425",2,7,"S2","control","S2T4","MFP W7 S2T4","9/19/24 10:59","Human",10
"426",2,7,"S2","control","S2T4","MFP W7 S2T4","9/19/24 15:13","Human",10
"427",2,7,"S2","control","S2T4","MFP W7 S2T4","9/20/24 11:00","Human",10
"428",2,7,"S2","control","S2T4","MFP W7 S2T4","9/22/24 10:54","Human",NA
"429",2,7,"S2","control","S2T4","MFP W7 S2T4","9/22/24 15:01","Human",NA
"430",2,7,"S2","control","S2T5","MFP W7 S2T5","9/16/24 8:44","Human",2
"431",2,7,"S2","control","S2T5","MFP W7 S2T5","9/16/24 12:26","Human",NA
"432",2,7,"S2","control","S2T5","MFP W7 S2T5","9/17/24 10:18","Human",NA
"433",2,7,"S2","control","S2T5","MFP W7 S2T5","9/18/24 9:01","Human",NA
"434",2,7,"S2","control","S2T5","MFP W7 S2T5","9/19/24 10:51","Human",NA
"435",2,7,"S2","control","S2T5","MFP W7 S2T5","9/20/24 10:54","Human",NA
"436",2,7,"S2","control","S2T5","MFP W7 S2T5","9/22/24 10:49","Human",NA
"437",2,7,"S2","control","S2T6","MFP W7 S2T6","9/16/24 10:29","Human",1
"438",2,7,"S2","control","S2T6","MFP W7 S2T6","9/17/24 9:03","Human",1
"439",2,7,"S2","control","S2T6","MFP W7 S2T6","9/18/24 12:27","Human",1
"440",2,7,"S2","control","S2T6","MFP W7 S2T6","9/19/24 10:46","Human",NA
"441",2,7,"S2","control","S2T6","MFP W7 S2T6","9/20/24 10:34","Human",1
"442",2,7,"S2","control","S2T6","MFP W7 S2T6","9/21/24 13:14","Human",1
"443",2,7,"S2","control","S2T6","MFP W7 S2T6","9/22/24 9:28","Human",1
"444",2,7,"S2","control","S2T6","MFP W7 S2T6","9/22/24 10:45","Human",1
"445",2,7,"S2","control","S2T7","MFP W7 S2T7","9/16/24 9:14","Human",1
"446",2,7,"S2","control","S2T7","MFP W7 S2T7","9/16/24 12:21","Human",NA
"447",2,7,"S2","control","S2T7","MFP W7 S2T7","9/17/24 10:07","Human",1
"448",2,7,"S2","control","S2T7","MFP W7 S2T7","9/18/24 9:31","Human",2
"449",2,7,"S2","control","S2T7","MFP W7 S2T7","9/19/24 7:29","Human",1
"450",2,7,"S2","control","S2T7","MFP W7 S2T7","9/19/24 10:30","Human",1
"451",2,7,"S2","control","S2T7","MFP W7 S2T7","9/20/24 10:31","Human",NA
"452",2,7,"S2","control","S2T7","MFP W7 S2T7","9/22/24 10:28","Human",NA
"453",2,7,"S2","control","S2T8","MFP W7 S2T8","9/16/24 9:05","Human",NA
"454",2,7,"S2","control","S2T8","MFP W7 S2T8","9/16/24 12:17","Human",NA
"455",2,7,"S2","control","S2T8","MFP W7 S2T8","9/17/24 10:12","Human",NA
"456",2,7,"S2","control","S2T8","MFP W7 S2T8","9/18/24 9:52","Human",NA
"457",2,7,"S2","control","S2T8","MFP W7 S2T8","9/19/24 10:39","Human",NA
"458",2,7,"S2","control","S2T8","MFP W7 S2T8","9/20/24 10:40","Human",NA
"459",2,7,"S2","control","S2T8","MFP W7 S2T8","9/22/24 10:37","Human",NA
"460",2,7,"S2","control","S2T9","MFP W7 S2T9","9/16/24 9:04","Human",NA
"461",2,7,"S2","control","S2T9","MFP W7 S2T9","9/17/24 9:58","Human",1
"462",2,7,"S2","control","S2T9","MFP W7 S2T9","9/18/24 12:31","Human",1
"463",2,7,"S2","control","S2T9","MFP W7 S2T9","9/19/24 12:49","Human",1
"464",2,7,"S2","control","S2T9","MFP W7 S2T9","9/20/24 9:45","Human",1
"465",2,7,"S2","control","S2T9","MFP W7 S2T9","9/21/24 11:02","Human",1
"466",2,7,"S2","control","S2T9","MFP W7 S2T9","9/22/24 11:15","Human",1
"467",2,9,"N2","human","N2T1","MFP W9 N2T1","9/30/24 9:24","Human",NA
"468",2,9,"N2","human","N2T1","MFP W9 N2T1","10/1/24 9:12","Human",NA
"469",2,9,"N2","human","N2T1","MFP W9 N2T1","10/2/24 9:28","Human",NA
"470",2,9,"N2","human","N2T1","MFP W9 N2T1","10/3/24 8:46","Human",NA
"471",2,9,"N2","human","N2T1","MFP W9 N2T1","10/4/24 9:53","Human",NA
"472",2,9,"N2","human","N2T1","MFP W9 N2T1","10/5/24 10:17","Human",NA
"473",2,9,"N2","human","N2T1","MFP W9 N2T1","10/5/24 11:31","Human",NA
"474",2,9,"N2","human","N2T1","MFP W9 N2T1","10/5/24 12:13","Human",NA
"475",2,9,"N2","human","N2T1","MFP W9 N2T1","10/6/24 9:45","Human",NA
"476",2,9,"N2","human","N2T10","MFP W9 N2T10","9/30/24 8:20","Human",1
"477",2,9,"N2","human","N2T10","MFP W9 N2T10","10/1/24 8:18","Human",1
"478",2,9,"N2","human","N2T10","MFP W9 N2T10","10/2/24 8:34","Human",2
"479",2,9,"N2","human","N2T10","MFP W9 N2T10","10/3/24 9:09","Human",1
"480",2,9,"N2","human","N2T10","MFP W9 N2T10","10/4/24 9:07","Human",1
"481",2,9,"N2","human","N2T10","MFP W9 N2T10","10/6/24 8:37","Human",1
"482",2,9,"N2","human","N2T11","MFP W9 N2T11","9/30/24 7:55","Human",NA
"483",2,9,"N2","human","N2T11","MFP W9 N2T11","10/1/24 8:00","Human",NA
"484",2,9,"N2","human","N2T11","MFP W9 N2T11","10/2/24 7:58","Human",NA
"485",2,9,"N2","human","N2T11","MFP W9 N2T11","10/3/24 9:18","Human",1
"486",2,9,"N2","human","N2T11","MFP W9 N2T11","10/4/24 8:46","Human",1
"487",2,9,"N2","human","N2T11","MFP W9 N2T11","10/6/24 8:11","Human",NA
"488",2,9,"N2","human","N2T12","MFP W9 N2T12","9/30/24 8:10","Human",NA
"489",2,9,"N2","human","N2T12","MFP W9 N2T12","10/1/24 8:09","Human",NA
"490",2,9,"N2","human","N2T12","MFP W9 N2T12","10/2/24 8:13","Human",NA
"491",2,9,"N2","human","N2T12","MFP W9 N2T12","10/3/24 9:13","Human",NA
"492",2,9,"N2","human","N2T12","MFP W9 N2T12","10/4/24 8:57","Human",NA
"493",2,9,"N2","human","N2T12","MFP W9 N2T12","10/4/24 12:34","Human",1
"494",2,9,"N2","human","N2T12","MFP W9 N2T12","10/5/24 12:17","Human",NA
"495",2,9,"N2","human","N2T12","MFP W9 N2T12","10/6/24 8:25","Human",NA
"496",2,9,"N2","human","N2T2","MFP W9 N2T2","9/30/24 9:42","Human",1
"497",2,9,"N2","human","N2T2","MFP W9 N2T2","10/1/24 9:22","Human",1
"498",2,9,"N2","human","N2T2","MFP W9 N2T2","10/2/24 7:14","Human",1
"499",2,9,"N2","human","N2T2","MFP W9 N2T2","10/2/24 9:41","Human",1
"500",2,9,"N2","human","N2T2","MFP W9 N2T2","10/3/24 8:38","Human",2
"501",2,9,"N2","human","N2T2","MFP W9 N2T2","10/4/24 10:03","Human",NA
"502",2,9,"N2","human","N2T2","MFP W9 N2T2","10/6/24 10:07","Human",1
"503",2,9,"N2","human","N2T3","MFP W9 N2T3","9/30/24 9:34","Human",1
"504",2,9,"N2","human","N2T3","MFP W9 N2T3","10/1/24 9:17","Human",2
"505",2,9,"N2","human","N2T3","MFP W9 N2T3","10/2/24 9:33","Human",NA
"506",2,9,"N2","human","N2T3","MFP W9 N2T3","10/3/24 8:41","Human",NA
"507",2,9,"N2","human","N2T3","MFP W9 N2T3","10/4/24 9:57","Human",NA
"508",2,9,"N2","human","N2T3","MFP W9 N2T3","10/6/24 10:02","Human",NA
"509",2,9,"N2","human","N2T4","MFP W9 N2T4","9/30/24 9:14","Human",NA
"510",2,9,"N2","human","N2T4","MFP W9 N2T4","10/1/24 9:02","Human",NA
"511",2,9,"N2","human","N2T4","MFP W9 N2T4","10/2/24 9:20","Human",NA
"512",2,9,"N2","human","N2T4","MFP W9 N2T4","10/3/24 8:49","Human",NA
"513",2,9,"N2","human","N2T4","MFP W9 N2T4","10/3/24 11:46","Human",NA
"514",2,9,"N2","human","N2T4","MFP W9 N2T4","10/4/24 9:46","Human",NA
"515",2,9,"N2","human","N2T4","MFP W9 N2T4","10/6/24 9:32","Human",NA
"516",2,9,"N2","human","N2T5","MFP W9 N2T5","9/30/24 9:05","Human",1
"517",2,9,"N2","human","N2T5","MFP W9 N2T5","10/1/24 8:56","Human",1
"518",2,9,"N2","human","N2T5","MFP W9 N2T5","10/2/24 9:12","Human",2
"519",2,9,"N2","human","N2T5","MFP W9 N2T5","10/3/24 8:54","Human",1
"520",2,9,"N2","human","N2T5","MFP W9 N2T5","10/4/24 9:36","Human",3
"521",2,9,"N2","human","N2T5","MFP W9 N2T5","10/6/24 9:16","Human",1
"522",2,9,"N2","human","N2T6","MFP W9 N2T6","9/30/24 8:58","Human",NA
"523",2,9,"N2","human","N2T6","MFP W9 N2T6","10/1/24 8:51","Human",NA
"524",2,9,"N2","human","N2T6","MFP W9 N2T6","10/2/24 9:08","Human",NA
"525",2,9,"N2","human","N2T6","MFP W9 N2T6","10/3/24 8:52","Human",NA
"526",2,9,"N2","human","N2T6","MFP W9 N2T6","10/4/24 9:33","Human",NA
"527",2,9,"N2","human","N2T6","MFP W9 N2T6","10/6/24 9:11","Human",NA
"528",2,9,"N2","human","N2T7","MFP W9 N2T7","9/30/24 8:49","Human",NA
"529",2,9,"N2","human","N2T7","MFP W9 N2T7","10/1/24 8:35","Human",NA
"530",2,9,"N2","human","N2T7","MFP W9 N2T7","10/2/24 8:59","Human",NA
"531",2,9,"N2","human","N2T7","MFP W9 N2T7","10/3/24 8:59","Human",NA
"532",2,9,"N2","human","N2T7","MFP W9 N2T7","10/4/24 9:26","Human",NA
"533",2,9,"N2","human","N2T7","MFP W9 N2T7","10/4/24 12:29","Human",NA
"534",2,9,"N2","human","N2T7","MFP W9 N2T7","10/5/24 12:14","Human",NA
"535",2,9,"N2","human","N2T7","MFP W9 N2T7","10/6/24 9:04","Human",NA
"536",2,9,"N2","human","N2T8","MFP W9 N2T8","9/30/24 8:31","Human",1
"537",2,9,"N2","human","N2T8","MFP W9 N2T8","10/1/24 8:23","Human",1
"538",2,9,"N2","human","N2T8","MFP W9 N2T8","10/2/24 8:45","Human",2
"539",2,9,"N2","human","N2T8","MFP W9 N2T8","10/2/24 10:45","Human",1
"540",2,9,"N2","human","N2T8","MFP W9 N2T8","10/3/24 9:06","Human",1
"541",2,9,"N2","human","N2T8","MFP W9 N2T8","10/4/24 9:14","Human",1
"542",2,9,"N2","human","N2T8","MFP W9 N2T8","10/6/24 8:47","Human",4
"543",2,9,"N2","human","N2T9","MFP W9 N2T9","9/30/24 8:36","Human",NA
"544",2,9,"N2","human","N2T9","MFP W9 N2T9","10/1/24 8:25","Human",NA
"545",2,9,"N2","human","N2T9","MFP W9 N2T9","10/1/24 13:55","Human",1
"546",2,9,"N2","human","N2T9","MFP W9 N2T9","10/2/24 8:49","Human",NA
"547",2,9,"N2","human","N2T9","MFP W9 N2T9","10/3/24 8:56","Human",NA
"548",2,9,"N2","human","N2T9","MFP W9 N2T9","10/4/24 9:16","Human",NA
"549",2,9,"N2","human","N2T9","MFP W9 N2T9","10/4/24 12:26","Human",NA
"550",2,9,"N2","human","N2T9","MFP W9 N2T9","10/6/24 8:39","Human",NA
"551",2,9,"S2","control","S2T1","MFP W9 S2T1","9/30/24 11:23","Human",1
"552",2,9,"S2","control","S2T1","MFP W9 S2T1","10/1/24 10:39","Human",1
"553",2,9,"S2","control","S2T1","MFP W9 S2T1","10/2/24 11:07","Human",1
"554",2,9,"S2","control","S2T1","MFP W9 S2T1","10/3/24 7:29","Human",1
"555",2,9,"S2","control","S2T1","MFP W9 S2T1","10/3/24 9:38","Human",1
"556",2,9,"S2","control","S2T1","MFP W9 S2T1","10/3/24 11:02","Human",1
"557",2,9,"S2","control","S2T1","MFP W9 S2T1","10/4/24 11:03","Human",1
"558",2,9,"S2","control","S2T1","MFP W9 S2T1","10/4/24 12:14","Human",1
"559",2,9,"S2","control","S2T1","MFP W9 S2T1","10/6/24 11:35","Human",1
"560",2,9,"S2","control","S2T10","MFP W9 S2T10","9/30/24 10:18","Human",NA
"561",2,9,"S2","control","S2T10","MFP W9 S2T10","10/1/24 9:50","Human",NA
"562",2,9,"S2","control","S2T10","MFP W9 S2T10","10/2/24 10:15","Human",NA
"563",2,9,"S2","control","S2T10","MFP W9 S2T10","10/3/24 8:18","Human",NA
"564",2,9,"S2","control","S2T10","MFP W9 S2T10","10/4/24 10:34","Human",NA
"565",2,9,"S2","control","S2T10","MFP W9 S2T10","10/6/24 10:52","Human",NA
"566",2,9,"S2","control","S2T11","MFP W9 S2T11","9/30/24 9:57","Human",NA
"567",2,9,"S2","control","S2T11","MFP W9 S2T11","10/1/24 9:34","Human",NA
"568",2,9,"S2","control","S2T11","MFP W9 S2T11","10/2/24 9:53","Human",NA
"569",2,9,"S2","control","S2T11","MFP W9 S2T11","10/3/24 8:26","Human",NA
"570",2,9,"S2","control","S2T11","MFP W9 S2T11","10/4/24 10:15","Human",NA
"571",2,9,"S2","control","S2T11","MFP W9 S2T11","10/6/24 10:29","Human",NA
"572",2,9,"S2","control","S2T12","MFP W9 S2T12","10/1/24 9:44","Human",NA
"573",2,9,"S2","control","S2T12","MFP W9 S2T12","10/2/24 10:08","Human",NA
"574",2,9,"S2","control","S2T12","MFP W9 S2T12","10/3/24 8:19","Human",NA
"575",2,9,"S2","control","S2T12","MFP W9 S2T12","10/3/24 11:08","Human",NA
"576",2,9,"S2","control","S2T12","MFP W9 S2T12","10/4/24 10:25","Human",NA
"577",2,9,"S2","control","S2T12","MFP W9 S2T12","10/6/24 10:42","Human",NA
"578",2,9,"S2","control","S2T2","MFP W9 S2T2","9/30/24 11:14","Human",NA
"579",2,9,"S2","control","S2T2","MFP W9 S2T2","10/1/24 10:35","Human",NA
"580",2,9,"S2","control","S2T2","MFP W9 S2T2","10/2/24 11:01","Human",NA
"581",2,9,"S2","control","S2T2","MFP W9 S2T2","10/3/24 7:38","Human",NA
"582",2,9,"S2","control","S2T2","MFP W9 S2T2","10/4/24 11:05","Human",NA
"583",2,9,"S2","control","S2T2","MFP W9 S2T2","10/6/24 11:33","Human",NA
"584",2,9,"S2","control","S2T3","MFP W9 S2T3","9/30/24 11:08","Human",2
"585",2,9,"S2","control","S2T3","MFP W9 S2T3","10/1/24 10:30","Human",2
"586",2,9,"S2","control","S2T3","MFP W9 S2T3","10/2/24 10:57","Human",1
"587",2,9,"S2","control","S2T3","MFP W9 S2T3","10/3/24 7:39","Human",2
"588",2,9,"S2","control","S2T3","MFP W9 S2T3","10/4/24 11:02","Human",1
"589",2,9,"S2","control","S2T3","MFP W9 S2T3","10/6/24 11:29","Human",1
"590",2,9,"S2","control","S2T4","MFP W9 S2T4","9/30/24 11:00","Human",NA
"591",2,9,"S2","control","S2T4","MFP W9 S2T4","10/1/24 10:22","Human",NA
"592",2,9,"S2","control","S2T4","MFP W9 S2T4","10/2/24 10:50","Human",NA
"593",2,9,"S2","control","S2T4","MFP W9 S2T4","10/3/24 7:50","Human",NA
"594",2,9,"S2","control","S2T4","MFP W9 S2T4","10/3/24 10:53","Human",NA
"595",2,9,"S2","control","S2T4","MFP W9 S2T4","10/4/24 10:58","Human",NA
"596",2,9,"S2","control","S2T5","MFP W9 S2T5","9/30/24 10:51","Human",NA
"597",2,9,"S2","control","S2T5","MFP W9 S2T5","10/2/24 10:44","Human",NA
"598",2,9,"S2","control","S2T5","MFP W9 S2T5","10/3/24 7:53","Human",NA
"599",2,9,"S2","control","S2T5","MFP W9 S2T5","10/3/24 12:35","Human",1
"600",2,9,"S2","control","S2T5","MFP W9 S2T5","10/4/24 10:54","Human",NA
"601",2,9,"S2","control","S2T6","MFP W9 S2T6","10/1/24 10:14","Human",NA
"602",2,9,"S2","control","S2T6","MFP W9 S2T6","10/2/24 10:38","Human",NA
"603",2,9,"S2","control","S2T6","MFP W9 S2T6","10/3/24 9:33","Human",NA
"604",2,9,"S2","control","S2T6","MFP W9 S2T6","10/4/24 9:28","Human",NA
"605",2,9,"S2","control","S2T6","MFP W9 S2T6","10/5/24 12:23","Human",NA
"606",2,9,"S2","control","S2T6","MFP W9 S2T6","10/6/24 15:41","Human",NA
"607",2,9,"S2","control","S2T7","MFP W9 S2T7","9/30/24 10:25","Human",NA
"608",2,9,"S2","control","S2T7","MFP W9 S2T7","10/1/24 9:56","Human",NA
"609",2,9,"S2","control","S2T7","MFP W9 S2T7","10/2/24 10:21","Human",NA
"610",2,9,"S2","control","S2T7","MFP W9 S2T7","10/3/24 8:13","Human",NA
"611",2,9,"S2","control","S2T7","MFP W9 S2T7","10/4/24 10:38","Human",NA
"612",2,9,"S2","control","S2T7","MFP W9 S2T7","10/6/24 10:57","Human",NA
"613",2,9,"S2","control","S2T8","MFP W9 S2T8","9/30/24 10:35","Human",10
"614",2,9,"S2","control","S2T8","MFP W9 S2T8","10/1/24 10:07","Human",10
"615",2,9,"S2","control","S2T8","MFP W9 S2T8","10/2/24 10:30","Human",10
"616",2,9,"S2","control","S2T8","MFP W9 S2T8","10/3/24 8:04","Human",10
"617",2,9,"S2","control","S2T8","MFP W9 S2T8","10/4/24 10:45","Human",10
"618",2,9,"S2","control","S2T8","MFP W9 S2T8","10/6/24 11:09","Human",10
"619",2,9,"S2","control","S2T9","MFP W9 S2T9","9/30/24 9:42","Human",NA
"620",2,9,"S2","control","S2T9","MFP W9 S2T9","9/30/24 10:35","Human",NA
"621",2,9,"S2","control","S2T9","MFP W9 S2T9","10/1/24 10:40","Human",NA
"622",2,9,"S2","control","S2T9","MFP W9 S2T9","10/1/24 11:50","Human",NA
"623",2,9,"S2","control","S2T9","MFP W9 S2T9","10/2/24 10:00","Human",NA
